StreamID,CentroidX,CentroidY,Source,TreatmentName,BiomassUtilized,TreatmentStatus,FundedProjectName,TreatmentCategory,PendingStateReview,FederalGrantProgram,ActualCompletionDate,FederalFundingAmount,FederalGrantFiscalYear,TreatmentAcresReported,TreatmentIdentifierDatabase,LeveragedByIndirectFederalFunding
0b2ff398-7093-4c04-b907-bd222b5cfeb6,-14.52007413,26.57737916,Washington,,No,Completed,,Other,2,Cross Boundary,1.53482E+12,,2016,54,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
37a83b9d-18cd-48c2-8893-a4ea3128abb0,-14.39785773,26.27867929,Washington,,No,Completed,,Chemical,2,SFC - Mitigation,1.69371E+12,2235,2021,5,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
256b47f2-0eb3-464b-8194-56dda6b3aadb,-15.20212236,26.53651621,Washington,,No,Completed,,Planting,2,Cross Boundary,1.63669E+12,3328,2021,4,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
2808487a-8af5-4ce4-a646-105fad8e8905,-14.97219645,26.55903521,Washington,,No,Completed,,Other,2,Unknown,1.58243E+12,9390,2020,15,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
64826f8c-d167-405e-b436-0a433f03aff4,-14.99287361,25.9104172,Washington,,Yes,Completed,,Mechanical,2,CB-HFR,1.65311E+12,22140,2021,30,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
fc8a05a2-1b8b-4085-9139-bba2e48ea319,-15.0294598,26.01893098,Washington,,No,Completed,,Mechanical,2,Unknown,,,2016,10,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
68d12650-7d3a-40c3-ae63-046012c7862b,-15.26519296,26.62754626,Washington,,Yes,Completed,,Other,2,JCLR,1.67851E+12,26452,2022,34,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
9479021e-054c-4622-8b95-023829704b90,-14.05508168,25.99421143,Washington,,Yes,Completed,,Chemical,2,HFR,1.66607E+12,33852,2019,28,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
2e06e3d7-be98-4d01-af3d-3944c6925b1b,-17.65881499,24.56184243,Washington,,Yes,Completed,,Planting,2,WRR,1.53353E+12,,2014,8,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
09ceef22-17b8-4dfb-8939-1ea729a1334e,-20.73536089,19.81234399,California,202004-202007,No,Completed,,N/A,0,0,,,,79,847b3f4a-f7a8-4e87-95ba-42b9871a158a,0
78df8a5b-13be-4b82-a022-1a82218efece,-15.24740845,26.01341289,Washington,,Yes,Completed,,Other,2,HFR,1.58192E+12,20370,2019,15,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
6bc32194-b235-426d-8750-bea7e626df2c,-14.63623039,26.55099094,Washington,,No,Completed,,Prescribed Burn,2,WRR,1.65959E+12,11168,2018,16,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
6e7ac0de-3316-418f-b49c-55626b2485a7,-18.25881865,16.03774886,California,Release,No,Completed,,N/A,0,0,,,,40,847b3f4a-f7a8-4e87-95ba-42b9871a158a,0
760d717a-2c47-4350-8f2b-a75897fc6dfe,-14.32605954,25.58862891,Washington,,No,Completed,,Planting,2,Unknown,1.6792E+12,,2023,0,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
901ee77e-149e-4b23-8640-e708b5cdc085,-14.61405263,26.09158449,Washington,,No,Completed,,Planting,2,JCLR,1.68663E+12,4746,2023,7,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
fa965041-c8c7-4fe7-b47b-7199d85625a1,-14.30036,25.2916628,Washington,,No,Completed,,Chemical,2,WRR,1.63505E+12,8480,2019,16,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
61034a43-489f-4676-abd2-789e9779a03b,-14.34507354,25.62907,Washington,,No,Completed,,Prescribed Burn,2,HFR,1.59487E+12,433,2020,1,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
298f64ff-eac8-40ff-bfbf-011c9921e333,-14.23194337,25.38632577,Washington,,No,Completed,,Other,2,USFS SFC,1.60343E+12,843,2020,3,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
87569510-dac1-4539-8823-7a2ffee113dd,-14.23117526,25.66696493,Washington,,No,Completed,,Planting,2,WRR,,2559,2019,3,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
a5365c1c-9caa-4e5e-8505-aaef7373e7b2,-14.38387416,26.24493022,Washington,,No,Completed,,Mechanical,2,Cross Boundary,1.65889E+12,16263,2021,39,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
03fbea55-631b-4ab9-b0b6-f01ee97af87e,-14.93372362,26.00388413,Washington,,Yes,Completed,,Planting,2,SFC - Mitigation,1.65846E+12,29754,2019,27,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
422058d2-617b-4cff-a4fc-74ec0713364b,-14.9335734,26.20230639,Washington,,No,Completed,,Planting,2,BIL SFA,1.53638E+12,8337,2015,21,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
f6faa3e9-eb9c-4a91-89ce-7888ce4ed86d,-14.37121314,26.26498992,Washington,,Yes,Completed,,Prescribed Burn,2,HFR,1.68317E+12,,2020,9,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
6113dcfe-6a4e-4fb5-8dd1-ba7dee389fac,-14.55281098,26.55048431,Washington,,No,Completed,,Other,2,SFC - Mitigation,1.52273E+12,4498,2015,13,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
a6c43514-c2c3-4190-810f-5bc9e07d4b54,-15.09227275,26.45712752,Washington,,Yes,Completed,,Chemical,2,USFS SFC,,,2017,121,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
78e73a1a-ec79-48d9-bb6d-623f320c58bc,-14.89826949,25.81640716,Washington,,No,Completed,,Planting,2,JCLR,1.55893E+12,5732,2018,4,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
3f0ab641-d7d3-407e-9407-e4a952a85aa3,-14.46361286,26.33279861,Washington,,Yes,Completed,,Chemical,2,WWUI,1.58114E+12,29647,2020,23,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
9e69999b-c996-4da4-9bee-f2b39d16a9b0,-16.10197099,26.46197918,Washington,,No,Completed,,Other,2,WRR,1.56334E+12,742,2016,1,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
2cd6b1c6-a970-4c94-8f25-d1b9e16801c6,-14.45352447,25.26684713,Washington,,Yes,Completed,,Prescribed Burn,2,SFC - Mitigation,1.58891E+12,8934,2019,6,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
8693142d-aca1-407e-9de9-53d9f0373048,-14.31072541,25.54270199,Washington,,Yes,Completed,,Planting,2,WWUI,1.57837E+12,10381,2017,7,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
1418032c-6332-4a2f-a5ef-7c2278ef4951,-14.35745943,25.55698778,Washington,,No,Completed,,Other,2,CB-HFR,1.54917E+12,1856,2018,4,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
a0dc0e28-34ee-4bd9-8640-c0acd54a35f8,-17.56632805,24.28931761,Washington,,No,Completed,,Chemical,2,USFS SFC,1.57855E+12,2642,2016,2,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
2b5bab27-c378-46d4-b7e9-dd7bfb8b3cf2,-14.43448402,25.28258903,Washington,,No,Completed,,Other,2,SFC - Mitigation,1.6239E+12,5131,2019,7,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
f63b5864-4ad9-4ea3-8c93-a43c31448231,-14.55053156,26.40175887,Washington,,No,Completed,,Prescribed Burn,2,CB-HFR,1.54649E+12,89426,2014,122,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
ddb21a32-5e1e-4f20-900f-e37c92f13322,-16.64214836,25.54694916,Washington,,No,Completed,,Mechanical,2,CB-HFR,1.60438E+12,,2017,29,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
13c8d115-e8e8-4600-8606-823394720d7f,-14.38097174,26.24465614,Washington,,No,Completed,,Chemical,2,WWUI,,3515,2015,5,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
6d5fb396-baaf-4f0a-be28-1854883ea938,-14.99100352,26.4720393,Washington,,No,Completed,,Mechanical,2,Cross Boundary,1.64481E+12,909,2018,3,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
8c5e235c-6cf9-4c81-831d-1abc2a22e198,-14.03765478,26.03883479,Washington,,Yes,Completed,,Mechanical,2,CB-HFR,1.68101E+12,6580,2021,20,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
9cefecd4-743f-46fc-b273-11dcdf2a07df,-15.23953141,26.0346906,Washington,,No,Completed,,Planting,2,WWUI,1.64205E+12,37178,2021,58,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
9fd6a90f-1459-4cca-b1c5-923ad37d5523,-15.31378859,26.5242685,Washington,,No,Completed,,Other,2,WRR,,2904,2020,8,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
5e34c7a6-ec43-474f-965b-02ef37e97ee8,-14.32904976,25.91642506,Washington,,Yes,Completed,,Mechanical,2,CB-HFR,,1806,2018,6,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
3ed48261-3a09-44bd-a896-50deb5cf3da0,-14.27751145,26.22713108,Washington,,No,Completed,,Prescribed Burn,2,USFS SFC,1.67402E+12,78208,2020,128,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
1cd655af-67e4-43fd-91a9-4517fc49a1bc,-14.74725893,24.05352855,Washington,,No,Completed,,Chemical,2,HFR,1.55746E+12,12555,2015,31,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
75955ceb-b138-4f19-80af-a6f6396c9c31,-15.0856961,26.11421463,Washington,,Yes,Completed,,Planting,2,HFR,1.5439E+12,,2014,69,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
aaf547a5-48a6-45ab-961b-f98a08e2aaab,-14.4982625,25.43998197,Washington,,Yes,Completed,,Mechanical,2,BIL SFA,1.51763E+12,1254,2014,2,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
0ffec43a-c653-4034-8386-83b0c2e454e6,-16.1067002,26.45131864,Washington,,No,Completed,,Planting,2,CB-HFR,,1912,2020,4,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
a20e82e4-fc48-47b7-b245-f884d3ea9853,-14.32710948,25.27750716,Washington,,No,Completed,,Planting,2,USFS SFC,1.55599E+12,348,2016,1,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
22f5fe00-bd70-49f2-8da7-b968acfdf82a,-17.65930578,24.46528398,Washington,,No,Completed,,Mechanical,2,CB-HFR,1.55073E+12,6532,2017,23,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
dd255f67-2753-403e-a505-ee09f36f8af3,-14.28089862,25.40687474,Washington,,Yes,Completed,,Planting,2,CB-HFR,1.69553E+12,736,2019,2,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
cae47ad1-16f3-49e5-bb28-c45060d2ecce,-16.30451351,25.89026891,Washington,,No,Completed,,Other,2,USFS SFC,1.63254E+12,41160,2020,84,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
d019c3ad-f03b-4c87-836b-290d84bb044c,-14.59176476,25.41293954,Washington,,No,Completed,,Planting,2,HFR,1.65371E+12,1555,2020,5,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
c34a5d73-4ba4-41ef-9af0-0a08efe6fe98,-17.12119371,25.12077159,Washington,,Yes,Completed,,Mechanical,2,WRR,,1716,2020,4,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
629a3ecf-c849-4648-b28e-50adb8379e6a,-14.35206813,25.69260585,Washington,,No,Completed,,Planting,2,USFS SFC,1.69821E+12,,2023,2,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
286c575b-c682-4429-a779-04b1ebb822b3,-14.51476551,25.45173938,Washington,,No,Completed,,Planting,2,WRR,1.58736E+12,5330,2019,10,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
70b9f7e6-5347-4478-a855-6b1aa5990c78,-14.27752045,25.51151723,Washington,,Yes,Completed,,Other,2,Cross Boundary,1.56066E+12,2292,2017,4,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
c096fe9d-80e5-44fa-b877-fdae55c2e672,-15.34081828,26.20892161,Washington,,No,Completed,,Planting,2,HFR,1.52834E+12,,2018,0,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
d1d938e4-e253-497a-ba5d-29d3456494a4,-14.74081875,23.95265753,Washington,,No,Completed,,Other,2,WWUI,1.58217E+12,,2020,0,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
fac94c21-3af1-465c-9e42-30809d5aaede,-14.45896464,25.40327927,Washington,,No,Completed,,Mechanical,2,HFR,1.56636E+12,,2018,15,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
fd03cdbd-3fd3-4631-8944-44ea48d83635,-16.75463408,25.49040153,Washington,,No,Completed,,Planting,2,JCLR,1.63643E+12,,2021,51,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
e35f5815-ebef-4fd7-9ad2-8eab4e4ce363,-16.29447089,25.92969088,Washington,,No,Completed,,Mechanical,2,Cross Boundary,1.53223E+12,52026,2015,78,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
6f0b0170-14fb-45e5-903e-9d98d8e186be,-16.27678358,25.89602647,Washington,,Yes,Completed,,Planting,2,Cross Boundary,1.53456E+12,43456,2018,64,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
f282db8a-f3c7-4985-8f0e-2f068cb8247d,-14.64699153,26.54403403,Washington,,No,Completed,,Planting,2,WRR,1.6341E+12,1146,2019,3,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
0bde56e1-54eb-4440-94d1-8a2ac93c5021,-16.91727487,25.36624652,Washington,,No,Completed,,Planting,2,Cross Boundary,1.60611E+12,,2018,10,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
aa9b725d-f8c1-4723-ad0e-04afcc05625b,-14.67648639,25.78243986,Washington,,Yes,Completed,,Planting,2,SFC - Mitigation,1.58174E+12,75285,2016,63,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
4c6c0ae1-2977-4450-b93d-c67fbb250eb9,-14.40022181,26.33489222,Washington,,Yes,Completed,,Mechanical,2,JCLR,1.58934E+12,14376,2019,24,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
45bc2cac-5248-49e8-bac4-761f8dbe4975,-14.00848056,26.06550443,Washington,,No,Completed,,Chemical,2,Unknown,1.60187E+12,,2018,4,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
4235abc2-4c9f-4b34-a406-de8b50e84721,-16.80522921,25.67060083,Washington,,No,Completed,,Chemical,2,WWUI,1.53577E+12,3630,2017,11,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
0394cace-11c1-4f55-9dd3-85cf3fdac1ed,-15.70622646,26.72324397,Washington,,No,Completed,,Mechanical,2,BIL SFA,1.66131E+12,,2021,40,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
e2eca2bf-9dd8-4a34-abc6-5e7a5eb0c44f,-14.0164218,26.0638777,Washington,,Yes,Completed,,Mechanical,2,CB-HFR,1.69942E+12,1085,2023,1,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
0949b61c-35ba-4c37-8e61-6b01b26a17bf,-16.79500197,25.46451883,Washington,,Yes,Completed,,Chemical,2,HFR,1.58364E+12,5320,2017,14,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
8418724d-60bf-4de1-824d-86b4425ae1e4,-15.69018755,26.72699853,Washington,,No,Completed,,Chemical,2,WRR,,59004,2014,99,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
7c9814ae-23dc-446a-b7ae-7014ca78f333,-14.31686543,25.85966498,Washington,,No,Completed,,Other,2,JCLR,1.56169E+12,44010,2019,30,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
7240cb10-36c6-46fd-ad82-0d165cf7db50,-15.18483067,26.17481828,Washington,,No,Completed,,Chemical,2,HFR,1.67739E+12,69695,2022,53,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
4c5984f0-b6f3-470b-8176-5dbfa14fb080,-15.65073806,26.65420963,Washington,,No,Completed,,Prescribed Burn,2,JCLR,1.56325E+12,19076,2019,38,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
f712bc05-7c09-4486-b7e2-0e50a7dcc583,-14.23459264,26.13414917,Washington,,Yes,Completed,,Other,2,WRR,1.56316E+12,10660,2015,20,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
f5d2bf18-a2e9-4857-ad2f-0042d736c849,-14.36595053,25.50372988,Washington,,No,Completed,,Prescribed Burn,2,JCLR,1.6004E+12,378,2016,1,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
311d0873-69cf-4681-b900-44edab2a56a4,-14.47309964,25.50954777,Washington,,Yes,Completed,,Prescribed Burn,2,HFR,1.65673E+12,14008,2019,34,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
65ed0cbc-8316-41e9-9581-8945001fc628,-14.37444887,25.67091929,Washington,,Yes,Completed,,Chemical,2,Cross Boundary,1.68447E+12,1420,2021,4,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
1adacab5-d8f6-4136-aecb-63c086f1a20a,-14.44635729,25.30581311,Washington,,No,Completed,,Other,2,HFR,1.7008E+12,4491,2023,3,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
24e867c2-779f-4d01-8c7c-3d611c385112,-14.98971221,26.35476494,Washington,,No,Completed,,Prescribed Burn,2,CB-HFR,1.5814E+12,11818,2019,38,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
26b7abe1-9293-457e-bec9-c78ad6104865,-14.48885109,25.4501674,Washington,,No,Completed,,Planting,2,CB-HFR,1.61406E+12,,2020,10,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
469f5d9c-2802-4027-b326-be1384026005,-15.49805159,26.1394186,Washington,,Yes,Completed,,Chemical,2,USFS SFC,1.55755E+12,8280,2015,18,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
84ce9237-5a32-4ec0-96ac-8356272dd021,-15.08531937,26.08356355,Washington,,No,Completed,,Planting,2,USFS SFC,1.55176E+12,11890,2018,41,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
973617d1-f3c4-48e3-964d-d7f5837e0483,-15.18624382,26.08769668,Washington,,Yes,Completed,,Chemical,2,BIL SFA,1.57224E+12,17270,2017,22,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
a69757b2-4127-4953-b104-fa272dda63a3,-16.10217135,26.46247511,Washington,,No,Completed,,Other,2,WRR,1.55712E+12,456,2015,1,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
ecd51249-62b2-421b-ad27-61215e89ad69,-16.93348806,25.28832359,Washington,,No,Completed,,Other,2,Cross Boundary,1.69233E+12,1944,2022,3,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
1cb1f981-8944-4aee-b1a8-b4ef3fffcd44,-16.86407757,25.20944507,Washington,,No,Completed,,Planting,2,WRR,1.55047E+12,28928,2015,32,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
914ad181-8c60-49df-bada-ea123e1ddd2f,-17.12211019,25.37605169,Washington,,No,Completed,,Prescribed Burn,2,SFC - Mitigation,1.61501E+12,114886,2020,109,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
2460b9a1-c414-4746-888b-cf469fee5a39,-14.72709577,26.50405788,Washington,,Yes,Completed,,Chemical,2,BIL SFA,1.69579E+12,25320,2019,40,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
645de806-9899-4979-bf9c-8481be70ed34,-14.32371053,26.34081107,Washington,,No,Completed,,Prescribed Burn,2,USFS SFC,1.54269E+12,872,2018,1,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
0aceda3d-62b4-4153-bf16-c176f6d8ed01,-14.63590429,25.29623583,Washington,,Yes,Completed,,Chemical,2,JCLR,1.65665E+12,385,2022,1,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
5d5ee013-1fe1-48b8-9121-5460956e53e7,-14.20530288,26.32457174,Washington,,Yes,Completed,,Chemical,2,SFC - Mitigation,1.54321E+12,62622,2015,71,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
83609fda-e5b1-4d8a-a68b-3bd4f3b7ed3a,-16.56086978,25.9085201,Washington,,No,Completed,,Mechanical,2,WWUI,1.56023E+12,16779,2015,17,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
61eeae4f-e421-46ab-a2cd-e9610ea93c41,-14.45796071,26.30395199,Washington,,No,Completed,,Other,2,HFR,1.70434E+12,4344,2019,8,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
f03f9866-730b-4200-9ca6-995ad9a45ce5,-14.26009411,25.74932274,Washington,,Yes,Completed,,Prescribed Burn,2,WRR,1.63185E+12,19905,2017,15,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
2e5707c3-6d2d-425e-9dec-73fa14c90d82,-14.53009522,26.17184429,Washington,,Yes,Completed,,Prescribed Burn,2,Unknown,1.56636E+12,1430,2017,2,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
d9de3faf-4eb2-432a-bd0d-849ecd4794f2,-16.50691116,25.96826793,Washington,,No,Completed,,Mechanical,2,Unknown,1.52049E+12,,2018,0,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
e02a377c-c212-4056-8bd8-9431dd0cab81,-16.19490745,26.6148349,Washington,,No,Completed,,Mechanical,2,WWUI,1.64809E+12,132066,2022,174,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
2eb3eb06-5011-49fa-967a-cf12337bd1d8,-14.43484412,25.28086466,Washington,,Yes,Completed,,Planting,2,WWUI,1.51746E+12,11872,2018,8,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
aff74639-4138-4fe5-8526-5da518082b5d,-14.47341656,26.2985809,Washington,,No,Completed,,Other,2,BIL SFA,1.61095E+12,10089,2016,19,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
5a69ea52-7266-45be-8de9-bc0793dca6cb,-14.38550235,26.23532056,Washington,,No,Completed,,Prescribed Burn,2,CB-HFR,1.55979E+12,6279,2016,23,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
6a9b5872-e265-4e3d-90d8-9447d072473e,-15.08863699,26.06907071,Washington,,No,Completed,,Prescribed Burn,2,SFC - Mitigation,1.64956E+12,47027,2020,41,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
6d7ea593-7a68-4f3c-82da-71c3861ca962,-14.43296641,26.28834177,Washington,,No,Completed,,Prescribed Burn,2,SFC - Mitigation,1.62719E+12,97717,2017,139,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
3f11780c-5560-449e-afb9-40169b1e6e4b,-14.64969512,26.21506881,Washington,,Yes,Completed,,Mechanical,2,USFS SFC,1.69639E+12,84912,2020,122,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
e65fdd4c-32f6-4053-812c-a13fb99c950d,-16.33732559,25.99344609,Washington,,No,Completed,,Other,2,Unknown,1.63427E+12,41099,2020,73,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
9fb2f81c-845c-4576-9656-1995cbce4933,-14.30703942,25.8875624,Washington,,Yes,Completed,,Mechanical,2,WWUI,,11400,2018,30,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
c9d158df-3c20-4718-a4e4-026dba7fbacf,-15.04013828,26.13084824,Washington,,Yes,Completed,,Other,2,BIL SFA,1.57068E+12,44608,2018,41,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
aba04ec3-dcfc-4553-8690-b9078e2a4705,-14.80737545,25.82587874,Washington,,No,Completed,,Other,2,WRR,1.68991E+12,1672,2022,4,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
ac1097a1-cf06-46dd-8a45-dc76e5f0ca4b,-16.49679471,25.83063937,Washington,,Yes,Completed,,Other,2,Unknown,1.6042E+12,9269,2019,13,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
6e945682-6652-4195-9be5-7674509c9f2b,-14.53812102,26.56049089,Washington,,No,Completed,,Planting,2,WRR,1.68568E+12,81345,2021,55,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
f18d7f14-a6e8-4b4e-9283-dfae598418cd,-16.6045859,25.5707797,Washington,,No,Completed,,Mechanical,2,Unknown,1.68749E+12,18900,2020,75,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
58f01b7e-8aa7-4be0-a2b7-1cc926b30805,-14.08945266,25.9627512,Washington,,No,Completed,,Chemical,2,SFC - Mitigation,,8568,2019,6,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
74d3fa08-f27f-49cb-9eaf-712fdcc9d872,-16.91147799,25.47314701,Washington,,No,Completed,,Mechanical,2,WWUI,,735,2016,1,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
fbe92419-892a-41f4-b50d-c50dd2300120,-15.04587283,25.97511798,Washington,,Yes,Completed,,Mechanical,2,WRR,1.68983E+12,3795,2021,11,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
2e79b25d-3fd4-48de-8688-0b720f0f5f2a,-14.29916756,25.87318618,Washington,,No,Completed,,Mechanical,2,CB-HFR,1.62684E+12,5395,2020,13,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
9f608863-5b16-497f-88c4-5ca29e25ec11,-15.92437912,26.23144103,Washington,,No,Completed,,Planting,2,SFC - Mitigation,1.56247E+12,67368,2015,56,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
bf37ca48-be35-4c89-b859-610e8ea7a52a,-16.39929482,25.8523295,Washington,,No,Completed,,Other,2,WWUI,,27216,2020,28,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
f3dfdccc-4852-4cfc-8651-b034d16d2257,-15.44016219,26.54211256,Washington,,No,Completed,,Other,2,HFR,1.6868E+12,50560,2022,40,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
8a855308-f97c-4937-8897-0f2a90ba8d2c,-15.28727463,26.09640748,Washington,,No,Completed,,Other,2,WRR,1.54001E+12,12894,2016,21,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
9ae71cfe-7e37-4c08-810f-0685dfcccac8,-14.40706433,26.24339661,Washington,,No,Completed,,Chemical,2,WRR,,6915,2017,15,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
1373b0eb-f25e-4eff-a7c9-fb422cf9b129,-14.61214148,24.0064871,Washington,,Yes,Completed,,Planting,2,CB-HFR,1.63635E+12,10258,2021,23,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
0434e9ab-8cfe-433a-bd45-c3b467071d32,-14.98488731,26.23608189,Washington,,No,Completed,,Mechanical,2,WWUI,1.6887E+12,8211,2020,17,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
f3709402-75f3-4205-a744-69cc17176f42,-14.45505969,26.29043876,Washington,,No,Completed,,Prescribed Burn,2,Cross Boundary,1.57881E+12,11662,2018,17,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
76a0fa42-e540-47a4-a310-073489951ca3,-14.23811739,26.13838762,Washington,,No,Completed,,Prescribed Burn,2,BIL SFA,1.5877E+12,22110,2017,33,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
ee6cdc8d-d61c-4c6e-828b-6e8052b8bd90,-15.26563852,26.39871794,Washington,,Yes,Completed,,Prescribed Burn,2,Cross Boundary,1.535E+12,,2016,287,211b17f0-9bd9-4c64-a69c-83fa332a9be4,0
